left,top,right,bottom,origin_url,width,height
24.9927,83.5587,193.9942,225.0024,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4583_C0YVORE41XT_1.jpg,227,227
26.9903,91.5718,190.9978,218.5783,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4584_QVOZH6RTMHW_1.jpg,227,227
17.0023,11.5543,209.9977,225.5699,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4585_24KFOKM9OYD_1.jpg,227,227
3.9952,48.5553,227.0000,188.5689,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4586_32TLZJ0BM8Z_1.jpg,227,227
22.9951,97.5646,205.0037,227.0000,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4587_ZT512YW6LVI_1.jpg,227,227
6.9916,89.5515,217.0120,227.0000,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4588_AEO035JZGUW_1.jpg,227,227
0.0000,109.0054,227.0000,227.0000,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4589_KD4E63P9TKA_1.jpg,227,227
37.9998,19.5674,192.9954,224.5711,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4590_FLF5255EHLI_1.jpg,227,227
8.9892,6.5603,227.0000,221.5520,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4591_BOQDUW8S5DB_1.jpg,227,227
0.0000,0.0000,227.0000,227.0000,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4592_BBGGCO3OXCY_1.jpg,227,227
0.0000,11.0095,227.0000,222.0060,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4593_XQCDPXWRPBY_1.jpg,227,227
11.9856,30.5542,213.9929,190.5665,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4594_SCOO8YA2R2D_1.jpg,227,227
16.0035,67.5552,209.9977,215.5592,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4596_78O2V81S05E_1.jpg,227,227
1.9976,17.5698,227.0000,183.5522,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4597_GU7TGT4PYOG_1.jpg,227,227
0.0000,40.5649,227.0000,202.5748,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4598_H57NLRQ6F6Q_1.jpg,227,227
2.9964,33.5506,226.0012,185.5725,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4599_0V6EGVUKXOL_1.jpg,227,227
4.9940,94.5682,224.0036,218.5556,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4600_RRDUHV3W73C_1.jpg,227,227
0.0000,0.0000,227.0000,227.0000,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4601_7UIAHH9W4CT_1.jpg,227,227
1.9976,110.0042,227.0000,227.0000,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4602_0BW604WLKMN_1.jpg,227,227
34.0046,5.5615,196.9906,219.5544,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4603_BJ2L7CT3KUW_1.jpg,227,227
0.0000,7.9904,227.0000,226.0012,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4604_FTB6C78C44N_1.jpg,227,227
0.0000,116.9958,227.0000,226.0012,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4605_4F2QEA5VXRB_1.jpg,227,227
1.9976,41.5637,218.0108,177.5594,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4606_HFZTHUFLS1V_1.jpg,227,227
8.9892,74.5468,212.9941,182.5761,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4607_67YEM2UMJPK_1.jpg,227,227
33.0058,93.5694,194.9930,227.0000,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4609_1TCDXNL320T_1.jpg,227,227
3.9952,49.5541,227.0000,227.0000,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4610_7KM6T0ZX02R_1.jpg,227,227
1.9976,49.5541,227.0000,183.5522,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4612_C4N2VI4PTUT_1.jpg,227,227
0.0000,13.0071,226.0012,225.0024,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4616_5FV22ZFUWSN_1.jpg,227,227
1.9976,120.9910,227.0000,227.0000,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4617_V62SF8L3L8G_1.jpg,227,227
0.0000,110.0042,227.0000,227.0000,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4618_B4QNN5JYT6F_1.jpg,227,227
0.0000,0.0000,227.0000,227.0000,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4619_0ZIE3TQ2LYB_1.jpg,227,227
18.9999,74.5695,227.0000,220.5759,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4623_WCYFYONIUYL_1.jpg,227,227
1.9976,42.9938,227.0000,218.0108,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4624_S9VNPCLH0JL_1.jpg,227,227
3.9952,59.5648,225.0024,215.5592,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4625_K0WSTDGIT5P_1.jpg,227,227
0.0000,0.0000,227.0000,227.0000,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4626_S34SB3ZFL0G_1.jpg,227,227
38.9986,22.5638,208.9989,214.5604,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4627_U4NUJRJC1XM_1.jpg,227,227
0.0000,0.0000,227.0000,227.0000,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4628_GD0Z2VRTIWE_1.jpg,227,227
0.0000,0.0000,227.0000,227.0000,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4629_58FOUZ8L03K_1.jpg,227,227
0.0000,96.9971,224.0036,227.0000,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4631_I5ATT04QISL_1.jpg,227,227
19.9987,91.5718,208.0001,227.0000,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4632_QXKL6SM3T2D_1.jpg,227,227
12.0083,87.5766,211.9953,219.0096,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4634_MB1R6DD2MGA_1.jpg,227,227
3.9952,59.5648,226.0012,177.5594,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4635_WA17LTK0WJD_1.jpg,227,227
12.0083,61.5624,213.9929,223.5496,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4636_7HLXB1GBJRF_1.jpg,227,227
2.9964,41.5637,214.9917,191.5653,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4638_8B0XGULP1HJ_1.jpg,227,227
21.9963,101.5598,206.0025,222.5508,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4639_OFUGACUQNQP_1.jpg,227,227
5.9928,56.9997,227.0000,227.0000,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4640_PZ66BR88Z3R_1.jpg,227,227
0.0000,111.0030,227.0000,218.0108,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4641_BPCZNQAFBHK_1.jpg,227,227
12.0083,102.9899,217.0120,220.5759,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4642_23IYK9GC8XP_1.jpg,227,227
34.0046,73.5707,187.0026,227.0000,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4643_XNNVCG5219V_1.jpg,227,227
15.0047,62.5612,215.0144,226.5687,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4644_ZP7BD8FCFAF_1.jpg,227,227
36.0022,94.5682,192.9954,226.0012,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4645_KE34KQJGCFZ_1.jpg,227,227
18.0011,92.5706,205.0037,216.5580,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4646_2W2GQ5NX5YR_1.jpg,227,227
1.9976,74.0020,227.0000,224.0036,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4648_5I8NNAEX4WS_1.jpg,227,227
0.0000,97.9959,227.0000,227.0000,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4649_TODL8NR7JYD_1.jpg,227,227
1.9976,69.5528,227.0000,227.0000,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4652_H2L34C61PAM_1.jpg,227,227
2.9964,71.0056,226.0012,225.0024,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4653_GKBP0TGQ6VK_1.jpg,227,227
0.0000,0.0000,227.0000,227.0000,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4654_OBUZ2QRNXNL_1.jpg,227,227
1.9976,42.9938,227.0000,212.9941,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4655_K2ES3F2E9NK_1.jpg,227,227
2.9964,76.9984,223.0048,227.0000,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4657_JLS5IHP1NXB_1.jpg,227,227
0.0000,0.0000,227.0000,227.0000,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4658_1JSYFT52YJA_1.jpg,227,227
0.0000,0.0000,227.0000,227.0000,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4659_HM1TWTG3KLU_1.jpg,227,227
41.9950,76.5671,185.0050,221.0072,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4660_TTN62C0LG6U_1.jpg,227,227
2.9964,92.5706,227.0000,227.0000,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4661_1A167CPNWME_1.jpg,227,227
1.9976,69.0080,227.0000,214.9917,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4662_FCXP5T64BKN_1.jpg,227,227
1.9976,79.5635,227.0000,210.5652,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4663_VRBR4YS83BG_1.jpg,227,227
16.0035,35.5709,215.0144,219.0096,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4664_123YLLQN98J_1.jpg,227,227
0.0000,0.0000,227.0000,212.9941,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4665_ODPM6LWT9KH_1.jpg,227,227
1.9976,34.5721,195.9918,215.5592,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4666_FPT00EN9WGR_1.jpg,227,227
13.0071,77.5659,214.9917,216.5580,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4667_LPGE27112YX_1.jpg,227,227
37.0010,74.5695,164.0075,206.5700,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4668_8LQREQLWQ6O_1.jpg,227,227
0.0000,52.0057,227.0000,224.0036,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4669_VTQNF7O68SW_1.jpg,227,227
0.0000,58.9973,227.0000,227.0000,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4670_14GB2SGTJBS_1.jpg,227,227
16.0035,64.5588,209.9977,220.5532,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4671_36H93BJHTXU_1.jpg,227,227
15.0047,58.5660,215.9905,224.5484,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4672_C3D2J0PTR6R_1.jpg,227,227
0.0000,87.0091,227.0000,227.0000,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4673_0FMFQ7J6L5R_1.jpg,227,227
18.0011,104.5789,206.0025,227.0000,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4674_2YWABYFMR0N_1.jpg,227,227
37.0010,62.5612,204.0049,222.5735,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4675_P0354PKNFIJ_1.jpg,227,227
13.0071,93.5694,212.9941,207.5688,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4677_N5SM3840K0F_1.jpg,227,227
1.9976,67.5552,226.0012,179.5570,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4678_1TL9C46VCYG_1.jpg,227,227
0.0000,0.0000,227.0000,227.0000,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4679_CYHTKBKD88F_1.jpg,227,227
36.0022,88.5527,193.9942,222.5508,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4680_LDVQCVFJ1HA_1.jpg,227,227
39.9974,82.5599,183.0074,219.5544,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4681_DUXRLXU59OC_1.jpg,227,227
5.9928,12.5531,227.0000,222.5508,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4682_RO9HE2FSR6I_1.jpg,227,227
69.0080,133.5668,171.9979,226.5687,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4684_M9ILFXUFTER_1.jpg,227,227
31.0082,79.5635,189.9990,227.0000,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4685_G4DR66PPJGA_1.jpg,227,227
33.0058,55.5696,227.0000,217.5568,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4687_W29322NFCRZ_1.jpg,227,227
37.0010,68.5540,208.9989,216.5580,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4688_YLBGTBIDISP_1.jpg,227,227
18.0011,58.5660,206.0025,217.5568,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4689_1X7TI17G2FL_1.jpg,227,227
0.9988,61.5624,227.0000,224.5711,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4691_NM7165KEXFC_1.jpg,227,227
17.0023,70.5516,215.9905,213.5616,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4692_JG7SOWSJUOG_1.jpg,227,227
45.9902,47.5565,180.0110,227.0000,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4693_L5QHNQF3N5G_1.jpg,227,227
2.9964,43.5613,227.0000,181.5546,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4694_I62XC6AGSUP_1.jpg,227,227
25.9915,50.5529,207.0013,211.5640,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4695_3CNMT4FE9CV_1.jpg,227,227
4.9940,39.5661,226.0012,193.5629,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4697_0248UZDF3JS_1.jpg,227,227
2.9964,87.5539,227.0000,227.0000,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4698_951F1SMTWMB_1.jpg,227,227
2.9964,19.5674,219.0096,201.5533,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4699_2VK2BHAS93I_1.jpg,227,227
1.9976,43.5613,227.0000,186.5713,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4700_AXLK659WX4E_1.jpg,227,227
22.9951,44.5601,218.0108,221.5520,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4701_RHEHMRMA0EM_1.jpg,227,227
4.9940,53.5720,227.0000,214.5604,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4702_8AFC15FXK0I_1.jpg,227,227
7.9904,70.5516,220.0084,227.0000,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4703_OTHPP3M2VMY_1.jpg,227,227
14.0059,19.5674,223.0048,221.5520,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4704_CHBEZOKC4TY_1.jpg,227,227
1.9976,59.5648,227.0000,204.5724,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4705_C8RL0D68MZZ_1.jpg,227,227
17.0023,22.5638,200.0097,207.5688,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4708_9VEQN55N5DO_1.jpg,227,227
0.9988,45.5589,226.0012,208.5676,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4710_SOBZNDCENTN_1.jpg,227,227
0.0000,0.0000,227.0000,227.0000,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4711_SENQO6BB92Z_1.jpg,227,227
7.9904,49.5541,221.0072,214.5604,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4712_6CPXMEQKUJY_1.jpg,227,227
18.0011,45.5589,227.0000,214.5604,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4714_7CT9T5HBDAW_1.jpg,227,227
38.9986,79.5635,188.0014,220.5532,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4715_T8V3PN9VESB_1.jpg,227,227
28.0118,74.5695,196.9906,227.0000,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4716_8M8FD9124VM_1.jpg,227,227
0.0000,0.0000,227.0000,227.0000,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4717_PMNLWTFVMMV_1.jpg,227,227
2.9964,93.5694,225.0024,226.5687,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4718_TCYRKKCKWTS_1.jpg,227,227
32.0070,71.5504,183.0074,222.5508,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4719_I6FHN6KRXNO_1.jpg,227,227
1.9976,19.5674,227.0000,209.5664,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4720_4H1407BX28A_1.jpg,227,227
6.9916,29.5554,223.0048,198.5569,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4721_2APYO0D3PAX_1.jpg,227,227
38.9986,66.5564,183.0074,224.5711,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4722_UHPGG2T1INR_1.jpg,227,227
22.9951,47.5565,206.0025,200.5545,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4724_RB0PW0HSJ4D_1.jpg,227,227
8.9892,79.5635,227.0000,214.5604,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4725_HMWML6T0LLY_1.jpg,227,227
42.9938,88.5527,186.0038,222.5508,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4726_ZZ77PSHCXBC_1.jpg,227,227
0.0000,0.0000,227.0000,227.0000,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4728_SEVSAHCY3ZD_1.jpg,227,227
12.0083,23.5626,218.0108,165.5738,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4729_6CB4DKEJMJT_1.jpg,227,227
16.0035,32.5518,208.0001,201.5533,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4731_LD5IZ7NBXOE_1.jpg,227,227
2.9964,32.5518,225.0024,211.5640,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4732_2YRXBLVOY0G_1.jpg,227,227
16.0035,17.5698,215.9905,177.5594,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4733_U4SU7KU0KAH_1.jpg,227,227
11.0095,11.5543,218.0108,207.5688,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4735_63FYJJBXZRR_1.jpg,227,227
12.0083,59.5648,219.0096,225.5699,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4736_IJ4FDFOLE4J_1.jpg,227,227
41.9950,44.5601,204.0049,182.5534,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4737_E0OICGAVALG_1.jpg,227,227
0.0000,0.0000,227.0000,227.0000,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4738_8GI6TRSQZJQ_1.jpg,227,227
8.9892,46.5577,221.0072,185.5725,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4739_MB111W7AT4A_1.jpg,227,227
4.9940,56.5684,220.0084,221.5520,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4741_DKH3FRUAUDI_1.jpg,227,227
28.0118,56.5684,211.9953,193.5629,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4742_M8VW6XGXQLU_1.jpg,227,227
2.9964,27.5578,227.0000,203.5736,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4743_X6O7FAJS49P_1.jpg,227,227
4.9940,77.5659,223.0048,215.5592,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4744_SZP10OFW2RM_1.jpg,227,227
11.0095,55.5696,222.0060,211.5640,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4746_CUR2BWE7IKQ_1.jpg,227,227
20.9975,73.5707,201.0085,219.5544,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4747_U3GUNJJKFFU_1.jpg,227,227
39.9974,112.5693,183.0074,216.5580,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4748_FK18ZEK8RRP_1.jpg,227,227
8.9892,48.5553,221.0072,177.5594,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4751_OLZ0AU8E1PK_1.jpg,227,227
6.9916,84.5575,221.0072,195.5605,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4753_BSF7E9U02HQ_1.jpg,227,227
2.9964,73.5707,227.0000,221.5520,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4754_AZ2TAQU4HJQ_1.jpg,227,227
0.0000,45.5589,225.0024,191.5653,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4755_XANSUTOELSL_1.jpg,227,227
40.9962,58.5660,175.9931,227.0000,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4756_3MK6OI6R7VJ_1.jpg,227,227
2.9964,51.5744,224.0036,209.5664,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4757_MQ196OAUGYO_1.jpg,227,227
37.9998,75.5683,175.9931,227.0000,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4759_MQJBUCI1FRT_1.jpg,227,227
16.0035,73.5707,218.0108,225.5699,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4760_4G2EUM93O9U_1.jpg,227,227
42.9938,95.5670,176.9919,227.0000,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4761_IC3YB1JNQVK_1.jpg,227,227
0.0000,0.0000,227.0000,227.0000,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4762_E8YQI5K34UM_1.jpg,227,227
4.9940,40.5649,219.0096,181.5546,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4763_T9X2DI2HFJF_1.jpg,227,227
0.0000,0.0000,227.0000,227.0000,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4764_KGVNS2L251S_1.jpg,227,227
3.9952,46.5577,224.0036,191.5653,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4765_W1FNBJAG8VQ_1.jpg,227,227
1.9976,62.5612,227.0000,181.5546,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4766_LYWUWPWSEQK_1.jpg,227,227
33.0058,65.5576,190.9978,186.5713,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4767_R8LE0OS6SAN_1.jpg,227,227
17.0023,41.5637,227.0000,222.5508,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4768_08050IMFEKV_1.jpg,227,227
47.9878,4.5627,186.0038,227.0000,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4769_77R05C0YJ9N_1.jpg,227,227
19.9987,76.5671,194.9930,204.5724,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4770_ZE9DSDBGPLI_1.jpg,227,227
1.9976,97.5646,227.0000,224.5711,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4771_7VV6L0OIQFS_1.jpg,227,227
0.0000,0.0000,227.0000,227.0000,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4772_FWZKN3X2JVA_1.jpg,227,227
22.9951,81.5611,204.0049,217.5568,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4773_BAE61BHISJX_1.jpg,227,227
2.9964,50.5529,227.0000,227.0000,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4774_N86G9NJG8CD_1.jpg,227,227
2.9964,73.5707,227.0000,212.5628,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4775_M36I6YCP7KL_1.jpg,227,227
2.9964,86.5551,227.0000,227.0000,https://temp-originalimage.s3.ap-northeast-2.amazonaws.com/hdf5_4776_ZO7OT2VFMRE_1.jpg,227,227
