left,top,right,bottom,origin_url,width,height
0.0000,124.5730,231.0000,300.5714,https://monde-data.s3.amazonaws.com/original-bag-images-dev/4NEJU3XGVHP_1.jpg,231,347
3.0380,486.5790,956.9700,1329.5788,https://monde-data.s3.amazonaws.com/original-bag-images-dev/O1OMXE1Z4JK_1.jpg,980,1346
91.0052,132.5389,461.0073,412.5420,https://monde-data.s3.amazonaws.com/original-bag-images-dev/6OTE3F5KLHR_1.jpg,559,559
142.9500,290.5700,942.0405,964.5160,https://monde-data.s3.amazonaws.com/original-bag-images-dev/KB9BX3PB8SV_1.jpg,953,980
9.9788,173.5536,456.0114,603.5502,https://monde-data.s3.amazonaws.com/original-bag-images-dev/X0NTXM37ZVT_1.jpg,494,627
15.0294,213.6162,277.9762,409.4944,https://monde-data.s3.amazonaws.com/original-bag-images-dev/H5LDYN6EJCB_1.jpg,677,1267
93.0216,120.5640,436.0020,408.0000,https://monde-data.s3.amazonaws.com/original-bag-images-dev/XJFMWE796FQ_1.jpg,588,408
0.0000,367.5496,469.0000,955.6096,https://monde-data.s3.amazonaws.com/original-bag-images-dev/TP8DAZJZO8L_1.jpg,469,968
113.0272,247.5774,453.0240,546.5362,https://monde-data.s3.amazonaws.com/original-bag-images-dev/NDK0ZW8LUBC_1.jpg,572,686
339.0072,212.5417,861.0498,772.5697,https://monde-data.s3.amazonaws.com/original-bag-images-dev/1RMJ2CYKZMA_1.jpg,1187,791
66.0114,146.5926,486.9774,499.5936,https://monde-data.s3.amazonaws.com/original-bag-images-dev/YO0SG3HXXCD_1.jpg,546,627
459.6200,253.2584,730.1000,492.2056,https://monde-data.s3.amazonaws.com/original-bag-images-dev/2VFGXHTZ87L_1.jpg,980,712
122.9802,486.5630,1079.0360,1280.5276,https://monde-data.s3.amazonaws.com/original-bag-images-dev/5TJNY12FLXM_1.jpg,1246,1562
52.9837,141.5414,504.0189,534.5802,https://monde-data.s3.amazonaws.com/original-bag-images-dev/TB7A80AWMXO_1.jpg,539,539
28.9884,77.5404,548.0160,712.5720,https://monde-data.s3.amazonaws.com/original-bag-images-dev/TCDFDA37D1K_1.jpg,588,714
114.9863,331.5966,493.9883,593.5554,https://monde-data.s3.amazonaws.com/original-bag-images-dev/5SP7TGLP2WO_1.jpg,559,838
80.0310,279.5317,637.0035,622.5835,https://monde-data.s3.amazonaws.com/original-bag-images-dev/WLYBPDEMBQT_1.jpg,721,721
34.0164,44.5655,380.9916,289.5865,https://monde-data.s3.amazonaws.com/original-bag-images-dev/4O16261L8FB_1.jpg,396,595
5.8995,274.8960,603.3636,760.9320,https://monde-data.s3.amazonaws.com/original-bag-images-dev/ZB7F3QJF5VE_1.jpg,621,828
48.0236,135.5475,541.0052,513.5460,https://monde-data.s3.amazonaws.com/original-bag-images-dev/8LNEEDI0L6D_1.jpg,569,1705
29.4294,9.3879,663.4306,534.8358,https://monde-data.s3.amazonaws.com/original-bag-images-dev/FRJQF46ZINQ_1.jpg,686,549
18.0180,60.5710,368.9928,282.5655,https://monde-data.s3.amazonaws.com/original-bag-images-dev/L5RVRPKQT5F_1.jpg,396,595
484.9530,415.5982,938.0070,762.5981,https://monde-data.s3.amazonaws.com/original-bag-images-dev/SP3N2K2TKIG_1.jpg,1470,911
98.9964,134.5932,401.9994,411.6000,https://monde-data.s3.amazonaws.com/original-bag-images-dev/OTO5GTNAEFD_1.jpg,514,686
68.6000,100.5088,385.1008,339.6288,https://monde-data.s3.amazonaws.com/original-bag-images-dev/M49L9R8PJLZ_1.jpg,784,392
130.0202,281.5748,483.0216,532.5382,https://monde-data.s3.amazonaws.com/original-bag-images-dev/DDZRCR146FD_1.jpg,626,626
403.9340,298.5867,1096.9880,914.5782,https://monde-data.s3.amazonaws.com/original-bag-images-dev/YDDP1RASPWN_1.jpg,1390,927
40.1740,180.2184,508.4290,473.8480,https://monde-data.s3.amazonaws.com/original-bag-images-dev/OSJBVE1B31R_1.jpg,530,488
180.0000,131.5704,450.0000,297.5544,https://monde-data.s3.amazonaws.com/original-bag-images-dev/PTRJKOJDAOJ_1.jpg,450,312
433.9881,71.5821,757.0000,453.5502,https://monde-data.s3.amazonaws.com/original-bag-images-dev/F0ZP9DCW2DF_1.jpg,757,537
293.0218,37.5832,510.0056,332.5596,https://monde-data.s3.amazonaws.com/original-bag-images-dev/PNDSJCWOGAX_1.jpg,551,431
55.0229,217.5600,464.0044,586.5888,https://monde-data.s3.amazonaws.com/original-bag-images-dev/BQ1W5FMAUED_1.jpg,509,588
406.9744,76.5576,742.9968,322.5768,https://monde-data.s3.amazonaws.com/original-bag-images-dev/CU04XV3LFJX_1.jpg,784,392
44.9820,209.5632,586.0008,574.5936,https://monde-data.s3.amazonaws.com/original-bag-images-dev/FPOX5I1HSQO_1.jpg,588,588
26.0190,162.5526,415.9953,432.5769,https://monde-data.s3.amazonaws.com/original-bag-images-dev/U8CAK8HYJJW_1.jpg,441,441
0.0000,0.0000,588.0000,588.0000,https://monde-data.s3.amazonaws.com/original-bag-images-dev/UND19JGXRZQ_1.jpg,588,588
1.9992,113.5428,588.0000,583.5312,https://monde-data.s3.amazonaws.com/original-bag-images-dev/K6U163SMJ4F_1.jpg,588,588
64.0026,116.5735,256.0104,265.0000,https://monde-data.s3.amazonaws.com/original-bag-images-dev/621TT7FBHLK_1.jpg,333,265
5.9122,168.0651,716.0972,685.3105,https://monde-data.s3.amazonaws.com/original-bag-images-dev/C94BHJPT2ZW_1.jpg,721,721
186.9822,124.5780,488.0196,403.5420,https://monde-data.s3.amazonaws.com/original-bag-images-dev/4KA0SY1DZCQ_1.jpg,657,405
43.0034,100.5606,233.9898,248.5518,https://monde-data.s3.amazonaws.com/original-bag-images-dev/1HOP6VH8TLV_1.jpg,242,322
54.0080,164.5480,542.9688,570.5860,https://monde-data.s3.amazonaws.com/original-bag-images-dev/UKGP8XLGFJA_1.jpg,628,620
25.0187,181.5831,696.9907,617.0000,https://monde-data.s3.amazonaws.com/original-bag-images-dev/D3CMBM6FZ9P_1.jpg,721,617
7.8250,97.3743,313.0000,313.0000,https://monde-data.s3.amazonaws.com/original-bag-images-dev/3TGMMB0GM1S_1.jpg,313,313
3.9984,202.5660,392.0000,579.5328,https://monde-data.s3.amazonaws.com/original-bag-images-dev/PIJIFCB3PWM_1.jpg,392,588
1.9980,81.5540,180.0000,220.0000,https://monde-data.s3.amazonaws.com/original-bag-images-dev/QEDONJ80WQP_1.jpg,180,220
33.3468,12.3197,439.5843,342.7630,https://monde-data.s3.amazonaws.com/original-bag-images-dev/KRGA7G4NK3C_1.jpg,471,353
72.9858,161.5761,237.0030,301.5531,https://monde-data.s3.amazonaws.com/original-bag-images-dev/6872ZEFJ65A_1.jpg,309,309
60.0222,243.5463,394.0167,451.5495,https://monde-data.s3.amazonaws.com/original-bag-images-dev/4E2RFLRCICM_1.jpg,461,461
2.0097,54.5622,231.0000,231.0000,https://monde-data.s3.amazonaws.com/original-bag-images-dev/JQ2U2VWPP8W_1.jpg,231,231
52.0290,384.5666,505.9728,737.0000,https://monde-data.s3.amazonaws.com/original-bag-images-dev/YFIM845KYCU_1.jpg,738,737
20.9916,210.5628,576.0048,588.0000,https://monde-data.s3.amazonaws.com/original-bag-images-dev/443QPUTGZ6F_1.jpg,588,588
49.0176,74.5710,236.9961,204.5535,https://monde-data.s3.amazonaws.com/original-bag-images-dev/RN63DBT7AAN_1.jpg,333,265
41.9900,416.5263,431.0150,734.5902,https://monde-data.s3.amazonaws.com/original-bag-images-dev/7HSMCNKABXK_1.jpg,475,843
22.9900,146.5744,217.0014,316.5582,https://monde-data.s3.amazonaws.com/original-bag-images-dev/IBJ1XAXBYCZ_1.jpg,242,322
2.9988,141.5904,586.0008,557.5416,https://monde-data.s3.amazonaws.com/original-bag-images-dev/T0KH4Q3D7OI_1.jpg,588,588
2.9202,25.0630,466.1016,326.1014,https://monde-data.s3.amazonaws.com/original-bag-images-dev/I8LKLMPCP6Z_1.jpg,471,353
76.0060,100.5800,445.0000,534.5720,https://monde-data.s3.amazonaws.com/original-bag-images-dev/PJZSLE54TEM_1.jpg,445,535
10.9956,208.5636,577.0044,588.0000,https://monde-data.s3.amazonaws.com/original-bag-images-dev/YZLT1ZCUNVH_1.jpg,588,588
1.9440,242.7129,486.0000,528.9615,https://monde-data.s3.amazonaws.com/original-bag-images-dev/HVX86KH4OIC_1.jpg,486,549
97.0280,19.1973,507.6190,551.0416,https://monde-data.s3.amazonaws.com/original-bag-images-dev/Y5NV0A39IKB_1.jpg,635,719
0.0000,121.5832,705.0000,795.5840,https://monde-data.s3.amazonaws.com/original-bag-images-dev/TC1ITRFXW7N_1.jpg,705,802
34.9811,185.5630,504.0189,627.5528,https://monde-data.s3.amazonaws.com/original-bag-images-dev/9S7GES3UZWF_1.jpg,539,686
33.3157,37.6715,341.0000,283.8195,https://monde-data.s3.amazonaws.com/original-bag-images-dev/AEGFE9VL55L_1.jpg,341,295
531.1600,266.0896,780.0800,433.7088,https://monde-data.s3.amazonaws.com/original-bag-images-dev/SJCDA5LLMKX_1.jpg,784,784
5.8800,72.0888,588.0000,512.0892,https://monde-data.s3.amazonaws.com/original-bag-images-dev/JLP7NENEK1H_1.jpg,588,588
6.8796,90.7284,582.1200,482.6892,https://monde-data.s3.amazonaws.com/original-bag-images-dev/9TFUBKW22UI_1.jpg,588,588
2.0025,82.5694,267.0000,313.0000,https://monde-data.s3.amazonaws.com/original-bag-images-dev/WTK9F6WTL7K_1.jpg,267,313
69.0312,79.5564,512.9712,588.0000,https://monde-data.s3.amazonaws.com/original-bag-images-dev/AM2489ZB4ZC_1.jpg,588,588
8.8548,12.3197,453.3375,344.7398,https://monde-data.s3.amazonaws.com/original-bag-images-dev/NP3TZ7LIETU_1.jpg,471,353
122.5245,12.3480,588.0000,702.2190,https://monde-data.s3.amazonaws.com/original-bag-images-dev/BTG53GHCJ2G_1.jpg,735,735
48.0236,150.5574,539.0137,555.5716,https://monde-data.s3.amazonaws.com/original-bag-images-dev/ZOZLEUG2AUY_1.jpg,569,569
52.9500,626.6251,998.9547,1199.6322,https://monde-data.s3.amazonaws.com/original-bag-images-dev/AH1LVU5VGBQ_1.jpg,1059,1411
10.9760,124.5868,485.0020,492.5674,https://monde-data.s3.amazonaws.com/original-bag-images-dev/WAVG8ZNEI3W_1.jpg,490,494
37.1418,153.0786,275.7516,297.8142,https://monde-data.s3.amazonaws.com/original-bag-images-dev/ADQK0KPUOBK_1.jpg,309,309
0.0000,0.0000,588.0000,588.0000,https://monde-data.s3.amazonaws.com/original-bag-images-dev/93PG11WEBTD_1.jpg,588,588
102.9980,193.5549,391.0200,401.5550,https://monde-data.s3.amazonaws.com/original-bag-images-dev/ES1NHO0UBVK_1.jpg,490,539
5.9843,264.5559,718.9812,820.5775,https://monde-data.s3.amazonaws.com/original-bag-images-dev/FC79M6CYINY_1.jpg,721,857
121.4885,0.0000,679.8309,436.6300,https://monde-data.s3.amazonaws.com/original-bag-images-dev/4AQCKAVU55A_1.jpg,721,929
6.9937,118.5324,715.0157,708.5988,https://monde-data.s3.amazonaws.com/original-bag-images-dev/OD4KPNPTY2C_1.jpg,721,721
19.6023,12.3087,350.2061,451.7339,https://monde-data.s3.amazonaws.com/original-bag-images-dev/R71YFWXPOEM_1.jpg,361,461
26.0281,330.6160,716.0251,958.5875,https://monde-data.s3.amazonaws.com/original-bag-images-dev/RV9MPORCXCL_1.jpg,721,1105
2.0188,325.5408,721.0000,898.6042,https://monde-data.s3.amazonaws.com/original-bag-images-dev/BTRLNK9CQGF_1.jpg,721,962
509.0260,803.5586,695.9813,958.5368,https://monde-data.s3.amazonaws.com/original-bag-images-dev/EBBC0WYHNHG_1.jpg,721,962
4.0006,139.5480,239.9878,348.0000,https://monde-data.s3.amazonaws.com/original-bag-images-dev/GDKSK10JTQD_1.jpg,241,348
32.3008,46.5600,669.0880,705.6000,https://monde-data.s3.amazonaws.com/original-bag-images-dev/QCRWJS2J2JB_1.jpg,721,800
9.0200,216.5760,441.9800,538.5636,https://monde-data.s3.amazonaws.com/original-bag-images-dev/5J9VOJ27ENF_1.jpg,451,564
16.6404,82.8492,586.0596,509.1492,https://monde-data.s3.amazonaws.com/original-bag-images-dev/SN1TL9MOKGU_1.jpg,588,588
4.9980,157.5840,584.0016,588.0000,https://monde-data.s3.amazonaws.com/original-bag-images-dev/BYUQOLBUNCZ_1.jpg,588,588
87.9795,218.5890,652.9740,720.5940,https://monde-data.s3.amazonaws.com/original-bag-images-dev/X2USFQM4KVD_1.jpg,735,735
33.0012,156.5703,275.9988,303.5616,https://monde-data.s3.amazonaws.com/original-bag-images-dev/4QIGR8N40KZ_1.jpg,309,309
6.8502,13.2888,292.0302,379.8088,https://monde-data.s3.amazonaws.com/original-bag-images-dev/WIEHLKUQGKP_1.jpg,294,392
45.1559,116.3086,507.2761,557.8480,https://monde-data.s3.amazonaws.com/original-bag-images-dev/MCMJ1M0ISNM_1.jpg,677,677
104.0193,119.5632,454.0130,396.5706,https://monde-data.s3.amazonaws.com/original-bag-images-dev/NUDXPKRC2BC_1.jpg,553,414
6.0096,85.5742,313.0000,308.5554,https://monde-data.s3.amazonaws.com/original-bag-images-dev/KYE5PT38E9B_1.jpg,313,313
5.9976,248.5574,390.0008,606.5514,https://monde-data.s3.amazonaws.com/original-bag-images-dev/MRBWYY63YVF_1.jpg,392,637
37.9260,404.5440,1437.9540,1438.5420,https://monde-data.s3.amazonaws.com/original-bag-images-dev/GCOIESYF55Y_1.jpg,1470,1470
14.9744,162.6016,769.0256,784.0000,https://monde-data.s3.amazonaws.com/original-bag-images-dev/9N6MAOQS81T_1.jpg,784,784
133.9758,367.5588,523.0064,686.0000,https://monde-data.s3.amazonaws.com/original-bag-images-dev/O2E8D47SRUU_1.jpg,686,686
42.9716,315.5816,707.0126,792.5746,https://monde-data.s3.amazonaws.com/original-bag-images-dev/U1J09AGN5WL_1.jpg,721,842
72.0279,222.5727,657.9846,716.5298,https://monde-data.s3.amazonaws.com/original-bag-images-dev/GUYKLAEMHJG_1.jpg,721,721
0.0000,159.5538,80.9970,234.5532,https://monde-data.s3.amazonaws.com/original-bag-images-dev/IH289DEQSIV_1.jpg,294,294
40.9932,108.5535,498.9984,457.5771,https://monde-data.s3.amazonaws.com/original-bag-images-dev/Y3BTXV1QTMM_1.jpg,708,459
5.0176,178.5952,780.0016,784.0000,https://monde-data.s3.amazonaws.com/original-bag-images-dev/3YIMBEUO2SY_1.jpg,784,784
23.5200,45.6870,622.9440,442.1277,https://monde-data.s3.amazonaws.com/original-bag-images-dev/SIVFKOV9O4O_1.jpg,672,471
9.0000,108.5514,375.0000,409.5534,https://monde-data.s3.amazonaws.com/original-bag-images-dev/BN645538TUQ_1.jpg,375,454
0.0000,0.0000,1960.0000,1960.0000,https://monde-data.s3.amazonaws.com/original-bag-images-dev/SR6X6XQ73PS_1.jpg,1960,1960
37.9848,167.5800,559.0116,588.0000,https://monde-data.s3.amazonaws.com/original-bag-images-dev/UCVFAC3OEHM_1.jpg,588,588
0.9800,54.4390,487.0600,439.5790,https://monde-data.s3.amazonaws.com/original-bag-images-dev/CQLHLLJD5XX_1.jpg,490,490
79.9680,165.5840,642.9780,581.5664,https://monde-data.s3.amazonaws.com/original-bag-images-dev/SW80ZH7NVZO_1.jpg,735,632
10.9760,439.5300,706.9720,972.5520,https://monde-data.s3.amazonaws.com/original-bag-images-dev/A73VMX9PZQR_1.jpg,980,980
17.9830,118.5800,485.9820,481.5720,https://monde-data.s3.amazonaws.com/original-bag-images-dev/TZNBBSK21FS_1.jpg,490,490
17.9832,100.5714,337.0080,335.5566,https://monde-data.s3.amazonaws.com/original-bag-images-dev/P7A3VPNICTQ_1.jpg,354,354
4.9242,36.9032,281.0473,252.0964,https://monde-data.s3.amazonaws.com/original-bag-images-dev/CM9ZV9FNDBZ_1.jpg,283,283
0.0000,0.0000,348.0000,319.0000,https://monde-data.s3.amazonaws.com/original-bag-images-dev/0R96D9OT0UO_1.jpg,348,319
5.8968,8.3916,356.4162,341.2584,https://monde-data.s3.amazonaws.com/original-bag-images-dev/GKVN0ZEK1AW_1.jpg,378,378
3.9690,151.5570,1470.0000,1470.0000,https://monde-data.s3.amazonaws.com/original-bag-images-dev/8ZR605020YD_1.jpg,1470,1470
126.0020,849.4596,1142.0500,1643.6178,https://monde-data.s3.amazonaws.com/original-bag-images-dev/VH3KDWVTB2G_1.jpg,1255,1881
39.1424,6.4357,645.2864,456.7032,https://monde-data.s3.amazonaws.com/original-bag-images-dev/BBTYA4WXJ3F_1.jpg,704,463
0.0000,0.0000,294.0000,270.0000,https://monde-data.s3.amazonaws.com/original-bag-images-dev/NXP1WFZVJ0P_1.jpg,294,270
3.9125,58.2493,313.0000,310.6212,https://monde-data.s3.amazonaws.com/original-bag-images-dev/GPSV2XG0ARV_1.jpg,313,313
0.0000,0.0000,343.0000,343.0000,https://monde-data.s3.amazonaws.com/original-bag-images-dev/QE6CVCI1MTQ_1.jpg,343,343
7.8792,335.7480,1165.1808,1126.6080,https://monde-data.s3.amazonaws.com/original-bag-images-dev/1VDD22ID6MY_1.jpg,1176,1176
79.3800,200.5080,1057.4592,1117.7880,https://monde-data.s3.amazonaws.com/original-bag-images-dev/IHIRPD1U98H_1.jpg,1176,1176
0.0000,0.0000,457.0000,351.0000,https://monde-data.s3.amazonaws.com/original-bag-images-dev/VQERM2DU2AW_1.jpg,457,351
0.0000,0.0000,457.0000,361.0000,https://monde-data.s3.amazonaws.com/original-bag-images-dev/HMAG6KMBIAZ_1.jpg,457,361
97.0025,29.5536,575.0000,524.0000,https://monde-data.s3.amazonaws.com/original-bag-images-dev/T363QP8WTZL_1.jpg,575,524
14.7000,160.2888,1155.4200,1114.8480,https://monde-data.s3.amazonaws.com/original-bag-images-dev/5883OBYU43N_1.jpg,1176,1176
60.9900,168.5514,364.9984,417.0000,https://monde-data.s3.amazonaws.com/original-bag-images-dev/6OQDKIMDAZL_1.jpg,428,417
8.7953,13.2712,299.2906,309.6509,https://monde-data.s3.amazonaws.com/original-bag-images-dev/UYCNAO3PZCV_1.jpg,313,313
24.4902,65.2386,686.0000,628.7190,https://monde-data.s3.amazonaws.com/original-bag-images-dev/V4PNS3FCVFF_1.jpg,686,686
37.2400,169.1088,756.5600,694.3888,https://monde-data.s3.amazonaws.com/original-bag-images-dev/5252AYUV93W_1.jpg,784,784
33.3000,50.6150,301.6647,233.1735,https://monde-data.s3.amazonaws.com/original-bag-images-dev/IP9F4KXATTJ_1.jpg,333,265
31.9456,490.5390,1156.9552,1441.4820,https://monde-data.s3.amazonaws.com/original-bag-images-dev/31OHN2U6JGM_1.jpg,1192,1470
7.9980,102.5701,240.9978,290.5579,https://monde-data.s3.amazonaws.com/original-bag-images-dev/QRTGHH5MV8Y_1.jpg,258,313
4.8828,83.6962,199.5375,246.0493,https://monde-data.s3.amazonaws.com/original-bag-images-dev/UZIK0WB3RMU_1.jpg,313,313
45.9873,5.5650,333.0000,254.5590,https://monde-data.s3.amazonaws.com/original-bag-images-dev/C52RYPISO2T_1.jpg,333,265
30.0272,188.5520,764.0080,714.5376,https://monde-data.s3.amazonaws.com/original-bag-images-dev/PV8G043H0WN_1.jpg,784,784
0.0000,89.5568,350.9910,414.5570,https://monde-data.s3.amazonaws.com/original-bag-images-dev/W7AIUYNPPNX_1.jpg,354,446
33.2592,19.1226,486.4665,396.7838,https://monde-data.s3.amazonaws.com/original-bag-images-dev/TMXYV5KVK7O_1.jpg,507,406
87.9620,143.5511,638.0129,650.5583,https://monde-data.s3.amazonaws.com/original-bag-images-dev/6UV6GZMZFQY_1.jpg,721,721
13.9944,148.5680,262.9928,344.5680,https://monde-data.s3.amazonaws.com/original-bag-images-dev/6AUW7ZCQ57U_1.jpg,392,392
44.0188,142.5634,465.0177,549.5714,https://monde-data.s3.amazonaws.com/original-bag-images-dev/7FYBM6C524C_1.jpg,553,553
142.1490,259.3080,1275.9600,1234.3590,https://monde-data.s3.amazonaws.com/original-bag-images-dev/18Z9TML14SF_1.jpg,1470,1470
82.0099,195.5408,461.9762,525.5712,https://monde-data.s3.amazonaws.com/original-bag-images-dev/NDZ6ZM9M1JC_1.jpg,553,553
